company,driver,shock,dd,converged,base_dd,dd_change_from_base
RELIANCE,Debt,0.5,9.111520924193234,True,10.281469349387843,-1.1699484251946082
RELIANCE,Equity Value,-0.5,8.381433327063947,True,10.281469349387843,-1.9000360223238957
RELIANCE,Equity Value,-0.25,9.434776678052486,True,10.281469349387843,-0.8466926713353562
RELIANCE,Equity Value,-0.1,9.962170334321014,True,10.281469349387843,-0.3192990150668287
RELIANCE,Equity Value,0.0,10.281469349387843,True,10.281469349387843,0.0
RELIANCE,Equity Value,0.1,10.579180876419878,True,10.281469349387843,0.2977115270320354
RELIANCE,Equity Value,0.25,10.991293210132778,True,10.281469349387843,0.709823860744935
RELIANCE,Equity Value,0.5,11.603362721553989,True,10.281469349387843,1.321893372166146
RELIANCE,Risk-Free Rate,-0.02,10.220058376222509,True,10.281469349387843,-0.061410973165333615
RELIANCE,Risk-Free Rate,-0.01,10.250717390137915,True,10.281469349387843,-0.030751959249927907
RELIANCE,Risk-Free Rate,0.0,10.281469349387843,True,10.281469349387843,0.0
RELIANCE,Risk-Free Rate,0.01,10.312313996340349,True,10.281469349387843,0.030844646952505883
RELIANCE,Risk-Free Rate,0.02,10.343251071429826,True,10.281469349387843,0.0617817220419834
RELIANCE,Time Horizon,1.0,10.281469349387843,True,10.281469349387843,0.0
RELIANCE,Time Horizon,2.0,7.356654991850507,True,10.281469349387843,-2.9248143575373353
RELIANCE,Time Horizon,3.0,6.078712570124034,True,10.281469349387843,-4.202756779263809
